idx	env	arm	t	seed	log	cmd
103	reacher	gcidm_router_tauown	100	49	logs/rbV_reacher_gcidm_router_tauown_t100_seed49.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h200.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --cstar-route --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 49 --cem-seed 49 --episodes-file episodes/reacher_c2222.ep100.s2222.json --goal-offset 100 --eval-budget 200
104	reacher	gcidm_router_tauown	150	42	logs/rbV_reacher_gcidm_router_tauown_t150_seed42.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h300.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --cstar-route --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 42 --cem-seed 42 --episodes-file episodes/reacher_c2222.ep150.s2222.json --goal-offset 150 --eval-budget 300
105	reacher	gcidm_router_tauown	150	43	logs/rbV_reacher_gcidm_router_tauown_t150_seed43.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h300.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --cstar-route --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 43 --cem-seed 43 --episodes-file episodes/reacher_c2222.ep150.s2222.json --goal-offset 150 --eval-budget 300
106	reacher	gcidm_router_tauown	150	44	logs/rbV_reacher_gcidm_router_tauown_t150_seed44.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h300.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --cstar-route --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 44 --cem-seed 44 --episodes-file episodes/reacher_c2222.ep150.s2222.json --goal-offset 150 --eval-budget 300
107	reacher	gcidm_router_tauown	150	45	logs/rbV_reacher_gcidm_router_tauown_t150_seed45.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h300.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --cstar-route --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 45 --cem-seed 45 --episodes-file episodes/reacher_c2222.ep150.s2222.json --goal-offset 150 --eval-budget 300
108	reacher	gcidm_router_tauown	150	46	logs/rbV_reacher_gcidm_router_tauown_t150_seed46.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h300.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --cstar-route --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 46 --cem-seed 46 --episodes-file episodes/reacher_c2222.ep150.s2222.json --goal-offset 150 --eval-budget 300
109	reacher	gcidm_router_tauown	150	47	logs/rbV_reacher_gcidm_router_tauown_t150_seed47.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h300.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --cstar-route --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 47 --cem-seed 47 --episodes-file episodes/reacher_c2222.ep150.s2222.json --goal-offset 150 --eval-budget 300
110	reacher	gcidm_router_tauown	150	48	logs/rbV_reacher_gcidm_router_tauown_t150_seed48.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h300.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --cstar-route --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 48 --cem-seed 48 --episodes-file episodes/reacher_c2222.ep150.s2222.json --goal-offset 150 --eval-budget 300
111	reacher	gcidm_router_tauown	150	49	logs/rbV_reacher_gcidm_router_tauown_t150_seed49.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h300.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --cstar-route --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 49 --cem-seed 49 --episodes-file episodes/reacher_c2222.ep150.s2222.json --goal-offset 150 --eval-budget 300
112	reacher	gcidm_surv_tauown	25	42	logs/rbV_reacher_gcidm_surv_tauown_t25_seed42.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h50.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 42 --cem-seed 42 --episodes-file episodes/reacher_c2222.ep100.s2222.json --goal-offset 25 --eval-budget 50
113	reacher	gcidm_surv_tauown	25	43	logs/rbV_reacher_gcidm_surv_tauown_t25_seed43.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h50.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 43 --cem-seed 43 --episodes-file episodes/reacher_c2222.ep100.s2222.json --goal-offset 25 --eval-budget 50
114	reacher	gcidm_surv_tauown	25	44	logs/rbV_reacher_gcidm_surv_tauown_t25_seed44.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h50.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 44 --cem-seed 44 --episodes-file episodes/reacher_c2222.ep100.s2222.json --goal-offset 25 --eval-budget 50
115	reacher	gcidm_surv_tauown	25	45	logs/rbV_reacher_gcidm_surv_tauown_t25_seed45.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h50.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 45 --cem-seed 45 --episodes-file episodes/reacher_c2222.ep100.s2222.json --goal-offset 25 --eval-budget 50
116	reacher	gcidm_surv_tauown	25	46	logs/rbV_reacher_gcidm_surv_tauown_t25_seed46.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h50.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 46 --cem-seed 46 --episodes-file episodes/reacher_c2222.ep100.s2222.json --goal-offset 25 --eval-budget 50
117	reacher	gcidm_surv_tauown	25	47	logs/rbV_reacher_gcidm_surv_tauown_t25_seed47.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h50.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 47 --cem-seed 47 --episodes-file episodes/reacher_c2222.ep100.s2222.json --goal-offset 25 --eval-budget 50
118	reacher	gcidm_surv_tauown	25	48	logs/rbV_reacher_gcidm_surv_tauown_t25_seed48.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h50.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 48 --cem-seed 48 --episodes-file episodes/reacher_c2222.ep100.s2222.json --goal-offset 25 --eval-budget 50
119	reacher	gcidm_surv_tauown	25	49	logs/rbV_reacher_gcidm_surv_tauown_t25_seed49.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h50.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 49 --cem-seed 49 --episodes-file episodes/reacher_c2222.ep100.s2222.json --goal-offset 25 --eval-budget 50
120	reacher	gcidm_surv_tauown	50	42	logs/rbV_reacher_gcidm_surv_tauown_t50_seed42.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h100.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 42 --cem-seed 42 --episodes-file episodes/reacher_c2222.ep100.s2222.json --goal-offset 50 --eval-budget 100
121	reacher	gcidm_surv_tauown	50	43	logs/rbV_reacher_gcidm_surv_tauown_t50_seed43.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h100.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 43 --cem-seed 43 --episodes-file episodes/reacher_c2222.ep100.s2222.json --goal-offset 50 --eval-budget 100
122	reacher	gcidm_surv_tauown	50	44	logs/rbV_reacher_gcidm_surv_tauown_t50_seed44.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h100.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 44 --cem-seed 44 --episodes-file episodes/reacher_c2222.ep100.s2222.json --goal-offset 50 --eval-budget 100
123	reacher	gcidm_surv_tauown	50	45	logs/rbV_reacher_gcidm_surv_tauown_t50_seed45.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h100.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 45 --cem-seed 45 --episodes-file episodes/reacher_c2222.ep100.s2222.json --goal-offset 50 --eval-budget 100
124	reacher	gcidm_surv_tauown	50	46	logs/rbV_reacher_gcidm_surv_tauown_t50_seed46.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h100.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 46 --cem-seed 46 --episodes-file episodes/reacher_c2222.ep100.s2222.json --goal-offset 50 --eval-budget 100
125	reacher	gcidm_surv_tauown	50	47	logs/rbV_reacher_gcidm_surv_tauown_t50_seed47.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h100.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 47 --cem-seed 47 --episodes-file episodes/reacher_c2222.ep100.s2222.json --goal-offset 50 --eval-budget 100
126	reacher	gcidm_surv_tauown	50	48	logs/rbV_reacher_gcidm_surv_tauown_t50_seed48.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h100.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 48 --cem-seed 48 --episodes-file episodes/reacher_c2222.ep100.s2222.json --goal-offset 50 --eval-budget 100
127	reacher	gcidm_surv_tauown	50	49	logs/rbV_reacher_gcidm_surv_tauown_t50_seed49.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h100.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 49 --cem-seed 49 --episodes-file episodes/reacher_c2222.ep100.s2222.json --goal-offset 50 --eval-budget 100
128	reacher	gcidm_surv_tauown	100	42	logs/rbV_reacher_gcidm_surv_tauown_t100_seed42.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h200.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 42 --cem-seed 42 --episodes-file episodes/reacher_c2222.ep100.s2222.json --goal-offset 100 --eval-budget 200
129	reacher	gcidm_surv_tauown	100	43	logs/rbV_reacher_gcidm_surv_tauown_t100_seed43.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h200.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 43 --cem-seed 43 --episodes-file episodes/reacher_c2222.ep100.s2222.json --goal-offset 100 --eval-budget 200
130	reacher	gcidm_surv_tauown	100	44	logs/rbV_reacher_gcidm_surv_tauown_t100_seed44.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h200.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 44 --cem-seed 44 --episodes-file episodes/reacher_c2222.ep100.s2222.json --goal-offset 100 --eval-budget 200
131	reacher	gcidm_surv_tauown	100	45	logs/rbV_reacher_gcidm_surv_tauown_t100_seed45.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h200.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 45 --cem-seed 45 --episodes-file episodes/reacher_c2222.ep100.s2222.json --goal-offset 100 --eval-budget 200
132	reacher	gcidm_surv_tauown	100	46	logs/rbV_reacher_gcidm_surv_tauown_t100_seed46.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h200.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 46 --cem-seed 46 --episodes-file episodes/reacher_c2222.ep100.s2222.json --goal-offset 100 --eval-budget 200
133	reacher	gcidm_surv_tauown	100	47	logs/rbV_reacher_gcidm_surv_tauown_t100_seed47.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h200.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 47 --cem-seed 47 --episodes-file episodes/reacher_c2222.ep100.s2222.json --goal-offset 100 --eval-budget 200
134	reacher	gcidm_surv_tauown	100	48	logs/rbV_reacher_gcidm_surv_tauown_t100_seed48.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h200.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 48 --cem-seed 48 --episodes-file episodes/reacher_c2222.ep100.s2222.json --goal-offset 100 --eval-budget 200
135	reacher	gcidm_surv_tauown	100	49	logs/rbV_reacher_gcidm_surv_tauown_t100_seed49.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h200.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 49 --cem-seed 49 --episodes-file episodes/reacher_c2222.ep100.s2222.json --goal-offset 100 --eval-budget 200
136	reacher	gcidm_surv_tauown	150	42	logs/rbV_reacher_gcidm_surv_tauown_t150_seed42.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h300.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 42 --cem-seed 42 --episodes-file episodes/reacher_c2222.ep150.s2222.json --goal-offset 150 --eval-budget 300
137	reacher	gcidm_surv_tauown	150	43	logs/rbV_reacher_gcidm_surv_tauown_t150_seed43.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h300.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 43 --cem-seed 43 --episodes-file episodes/reacher_c2222.ep150.s2222.json --goal-offset 150 --eval-budget 300
138	reacher	gcidm_surv_tauown	150	44	logs/rbV_reacher_gcidm_surv_tauown_t150_seed44.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h300.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 44 --cem-seed 44 --episodes-file episodes/reacher_c2222.ep150.s2222.json --goal-offset 150 --eval-budget 300
139	reacher	gcidm_surv_tauown	150	45	logs/rbV_reacher_gcidm_surv_tauown_t150_seed45.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h300.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 45 --cem-seed 45 --episodes-file episodes/reacher_c2222.ep150.s2222.json --goal-offset 150 --eval-budget 300
140	reacher	gcidm_surv_tauown	150	46	logs/rbV_reacher_gcidm_surv_tauown_t150_seed46.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h300.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 46 --cem-seed 46 --episodes-file episodes/reacher_c2222.ep150.s2222.json --goal-offset 150 --eval-budget 300
141	reacher	gcidm_surv_tauown	150	47	logs/rbV_reacher_gcidm_surv_tauown_t150_seed47.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h300.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 47 --cem-seed 47 --episodes-file episodes/reacher_c2222.ep150.s2222.json --goal-offset 150 --eval-budget 300
142	reacher	gcidm_surv_tauown	150	48	logs/rbV_reacher_gcidm_surv_tauown_t150_seed48.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h300.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 48 --cem-seed 48 --episodes-file episodes/reacher_c2222.ep150.s2222.json --goal-offset 150 --eval-budget 300
143	reacher	gcidm_surv_tauown	150	49	logs/rbV_reacher_gcidm_surv_tauown_t150_seed49.log	python -m surveyor.envs.reacher.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_reacher_h300.pt --gdm-ckpt gdm_reacher_s10.pt --gdm-steps 4 --accept-tau 0.106 --sg-steps 10 --source local --local-dir encoder_reacher --h5 "$REACHER_H5" --device cuda --num-eval 128 --seed 49 --cem-seed 49 --episodes-file episodes/reacher_c2222.ep150.s2222.json --goal-offset 150 --eval-budget 300
144	cube	gcidm_router_tauown	25	42	logs/rbV_cube_gcidm_router_tauown_t25_seed42.log	python -m surveyor.envs.cube.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_cube_h50.pt --gdm-ckpt gdm_cube_s10_gc.pt --gdm-steps 3 --accept-tau 0.794 --sg-steps 10 --cstar-route --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 42 --cem-seed 42 --episodes-file episodes/cube_c2222.episodes25.json
145	cube	gcidm_router_tauown	25	43	logs/rbV_cube_gcidm_router_tauown_t25_seed43.log	python -m surveyor.envs.cube.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_cube_h50.pt --gdm-ckpt gdm_cube_s10_gc.pt --gdm-steps 3 --accept-tau 0.794 --sg-steps 10 --cstar-route --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 43 --cem-seed 43 --episodes-file episodes/cube_c2222.episodes25.json
146	cube	gcidm_router_tauown	25	44	logs/rbV_cube_gcidm_router_tauown_t25_seed44.log	python -m surveyor.envs.cube.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_cube_h50.pt --gdm-ckpt gdm_cube_s10_gc.pt --gdm-steps 3 --accept-tau 0.794 --sg-steps 10 --cstar-route --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 44 --cem-seed 44 --episodes-file episodes/cube_c2222.episodes25.json
147	cube	gcidm_router_tauown	25	45	logs/rbV_cube_gcidm_router_tauown_t25_seed45.log	python -m surveyor.envs.cube.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_cube_h50.pt --gdm-ckpt gdm_cube_s10_gc.pt --gdm-steps 3 --accept-tau 0.794 --sg-steps 10 --cstar-route --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 45 --cem-seed 45 --episodes-file episodes/cube_c2222.episodes25.json
148	cube	gcidm_router_tauown	25	46	logs/rbV_cube_gcidm_router_tauown_t25_seed46.log	python -m surveyor.envs.cube.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_cube_h50.pt --gdm-ckpt gdm_cube_s10_gc.pt --gdm-steps 3 --accept-tau 0.794 --sg-steps 10 --cstar-route --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 46 --cem-seed 46 --episodes-file episodes/cube_c2222.episodes25.json
149	cube	gcidm_router_tauown	25	47	logs/rbV_cube_gcidm_router_tauown_t25_seed47.log	python -m surveyor.envs.cube.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_cube_h50.pt --gdm-ckpt gdm_cube_s10_gc.pt --gdm-steps 3 --accept-tau 0.794 --sg-steps 10 --cstar-route --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 47 --cem-seed 47 --episodes-file episodes/cube_c2222.episodes25.json
150	cube	gcidm_router_tauown	25	48	logs/rbV_cube_gcidm_router_tauown_t25_seed48.log	python -m surveyor.envs.cube.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_cube_h50.pt --gdm-ckpt gdm_cube_s10_gc.pt --gdm-steps 3 --accept-tau 0.794 --sg-steps 10 --cstar-route --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 48 --cem-seed 48 --episodes-file episodes/cube_c2222.episodes25.json
151	cube	gcidm_router_tauown	25	49	logs/rbV_cube_gcidm_router_tauown_t25_seed49.log	python -m surveyor.envs.cube.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_cube_h50.pt --gdm-ckpt gdm_cube_s10_gc.pt --gdm-steps 3 --accept-tau 0.794 --sg-steps 10 --cstar-route --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --goal-offset 25 --eval-budget 50 --num-eval 128 --seed 49 --cem-seed 49 --episodes-file episodes/cube_c2222.episodes25.json
152	cube	gcidm_router_tauown	50	42	logs/rbV_cube_gcidm_router_tauown_t50_seed42.log	python -m surveyor.envs.cube.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_cube_h100.pt --gdm-ckpt gdm_cube_s10_gc.pt --gdm-steps 3 --accept-tau 0.794 --sg-steps 10 --cstar-route --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --goal-offset 50 --eval-budget 100 --num-eval 128 --seed 42 --cem-seed 42 --episodes-file episodes/cube_c2222.episodes50.json
153	cube	gcidm_router_tauown	50	43	logs/rbV_cube_gcidm_router_tauown_t50_seed43.log	python -m surveyor.envs.cube.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_cube_h100.pt --gdm-ckpt gdm_cube_s10_gc.pt --gdm-steps 3 --accept-tau 0.794 --sg-steps 10 --cstar-route --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --goal-offset 50 --eval-budget 100 --num-eval 128 --seed 43 --cem-seed 43 --episodes-file episodes/cube_c2222.episodes50.json
154	cube	gcidm_router_tauown	50	44	logs/rbV_cube_gcidm_router_tauown_t50_seed44.log	python -m surveyor.envs.cube.eval --subgoal gcidm+surveyor --gcidm-ckpt gcidm_cube_h100.pt --gdm-ckpt gdm_cube_s10_gc.pt --gdm-steps 3 --accept-tau 0.794 --sg-steps 10 --cstar-route --source pretrained --encoder-id quentinll/lewm-cube --h5 "$CUBE_H5" --device cuda --goal-offset 50 --eval-budget 100 --num-eval 128 --seed 44 --cem-seed 44 --episodes-file episodes/cube_c2222.episodes50.json
